Teks;Kategori;Sumber
Untuk yg kontrak game prog (dan juga dwm): kita jadwalkan untuk ikut Gemastik. Ini kompetisi terbesar antar prodi ilkom/IF, dan kita punya peluang besar untuk bidang ini.;SMS/Chat Biasa;SMS
Urang mah kayanya dah jumatan, tapi jam 2an. Mau ke pa lala dulu bentar.;SMS/Chat Biasa;SMS
Usul: Anak sospol dan yg berminat turun deh. Pelajari ttg ini;SMS/Chat Biasa;SMS
Waaah keren kang;SMS/Chat Biasa;SMS
Waalaikumsalam. Jumat ya pukul 9.;SMS/Chat Biasa;SMS
Waalaikumsalamin apa yg dpt saya bantu min?;SMS/Chat Biasa;SMS
Wah iya dy?haha sabar bgt anaknya teh jd we aku yg gtau diri ngomong seenaknya :(;SMS/Chat Biasa;SMS
wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom;SMS/Chat Biasa;SMS
wah repot kalo asumsinya gitu, kadang ada yg ganti kelompok. biasakan setiap dokumen itu ada nama, klau saya print lalu saya periksanya offline bingung kan mau dimasukkan ke mana kalau gak ada nama satupun.;SMS/Chat Biasa;SMS
Waktu itu malas sep hihi. Dilihat jd lebih rapih aja ____;SMS/Chat Biasa;SMS
Wid jgn plg sebelum ketemu aku. Aku brgkt jam 5 hehe;SMS/Chat Biasa;SMS
Wihh nyimper kopernya dmn? Motor gigi kan?;SMS/Chat Biasa;SMS
wisudaan kan hari jumat;SMS/Chat Biasa;SMS
Wkwk tumben kar biasanya masing2 punya sendiri kar, sampe yg sewarna ada 3;SMS/Chat Biasa;SMS
Wooh ada yg mau nikah lagi, udah lulus langsung diiket;SMS/Chat Biasa;SMS
Ya ampuun pak jendral wk;SMS/Chat Biasa;SMS
ya masuk aja, belum ada tugas/quiz kok. cuma perlu ngejar dikit. Materinya sekarang sudah sampai location aware app. pertemuan berikutnya masuk ke sensor.;SMS/Chat Biasa;SMS
ya nggk jd masalh, toh model bisa diload dicontroler mana aja kan?;SMS/Chat Biasa;SMS
Yah saya dikostan temen dil. Hihi;SMS/Chat Biasa;SMS
yahh masih lama ya, urgent ini wkwk;SMS/Chat Biasa;SMS
Yang ada waktu luang besok pada futsal ya jam 4 di sampoerna, s Jangan ngaret;SMS/Chat Biasa;SMS
Yang sinonim bukan?;SMS/Chat Biasa;SMS
Yaudah gausah babakaran atuh, yg pake kompor aja. Lagian ribet kan nyalain arengnya;SMS/Chat Biasa;SMS
Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu;SMS/Chat Biasa;SMS
yaudah, minta data dummy untuk diagnosa_pasien dong;SMS/Chat Biasa;SMS
Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####Ê id line: titaniadbl;SMS/Chat Biasa;SMS
Yg dian ge waktu itu yudisium akhirnya sore2, ga dibarengin sama nondik sampe jam 6kurang keluar yudisium teh;SMS/Chat Biasa;SMS
Yg mau ngampus aku pengen titip bawain SKL aku di prodi__;SMS/Chat Biasa;SMS
Yg ragu sm bulet/datar atau yg pgn ikutan debat kusir :v;SMS/Chat Biasa;SMS
Yg sebelah warteg bahri apa sebrangnya? Yg 15;SMS/Chat Biasa;SMS
Yooo sama2, oke nanti aku umumin di grup kelas;SMS/Chat Biasa;SMS
__ sebelumnya ga ad nulis kerudung. Kirain warna jins;SMS/Chat Biasa;SMS
Mba mau kirim 300 ya;SMS/Chat Biasa;SMS
nama1Ê beaok bwrangkat pagi...mau cas atay tranfer?;SMS/Chat Biasa;SMS
No bri atas nama kamu mana;SMS/Chat Biasa;SMS
kami cairkan dengan cepat dana kepada anda pada saat awal pengajuan, Sekarang sudah keterlambatan malah seperti ini, Bahkan Pesan kami tidak anda respon;Kolektor;WA
Pelanggan yth, Paket Combo Spesial akan berakhir pada tanggal 14/08/2023 jam 23:59 WIB.;Akun Bisnis;SMS
Plg yth, Paket Combo Spesial Anda telah berakhir. Pemakaian data selanjutnya akan dikenakan tariff normal. Dapatkan paket lainnya di *363# atau MyTelkomsel.;Akun Bisnis;SMS
Pelanggan yth, Paket Surprise Deal 14 GB akan berakhir pada tanggal 16/08/2023 jam 23:59 WIB.;Akun Bisnis;SMS
Pelanggan yth, Paket Surprise Deal 14 GB akan berakhir pada tanggal 16/08/2023 jam 23:59 WIB.;Akun Bisnis;SMS
Selamat, Paket HOTPROMO Bulanan 4.5GB(1GB Allnet, 3.5GB Lokal) / 30 hari Rp 22000 telah aktif, sampai 14/09/2023 pkl. 23:59 WIB. Info kuota lokal lihat di tsel.me/lokal;Akun Bisnis;SMS
Pelanggan yth, Paket Surprise Deal 14 GB akan berakhir pada tanggal 16/08/2023 jam 23:59 WIB.;Akun Bisnis;SMS
Plg yth, Paket Surprise Deal 14 GB Anda telah berakhir. Pemakaian data selanjutnya akan dikenakan tariff normal. Dapatkan paket lainnya di *363# atau MyTelkomsel.;Akun Bisnis;SMS
Selamat Paket Combo SAKTI 23GB, 150MntTsel, 400SMSTsel, Langganan Prime Video Mobile, dan Bebas Akses Whatsapp, Line, MusicMax, GamesMax, Facebook, Instagram, TikTok & Zoom dengan batas wajar 15GB selama 30 hari dengan harga Rp 94000 telah aktif, berlaku s/d tgl 22/09/2023 pkl. 23:59 WIB. Cek status/berhenti berlangganan melalui My Telkomsel Apps atau hub *363#. Info : 188.;Akun Bisnis;SMS
Selamat Paket Combo SAKTI 23GB, 150MntTsel, 400SMSTsel, Langganan Prime Video Mobile, dan Bebas Akses Whatsapp, Line, MusicMax, GamesMax, Facebook, Instagram, TikTok & Zoom dengan batas wajar 15GB selama 30 hari dengan harga Rp 94000 telah aktif, berlaku s/d tgl 01/10/2023 pkl. 23:59 WIB. Cek status/berhenti berlangganan melalui My Telkomsel Apps atau hub *363#. Info : 188.;Akun Bisnis;SMS
Pelanggan yth, Paket Combo SAKTI akan berakhir pada tanggal 03/09/2023 jam 23:59 WIB.;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tukar 1 Poin utk Wuling AirEV di *700*2# sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tukar 1 Poin utk Wuling AirEV di *700*2# sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tuker 1 Poin untuk Honda WR-V di *700*2# atau tsel.id/uuh sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tuker 1 Poin untuk Honda WR-V di *700*2# atau tsel.id/uuh sebelum periode berakhir! SKB;Akun Bisnis;SMS
B@NTUSAKU:B@NTUSAKU:Disampaikan kep@d@ DIAN CHRISTIEN ARISONAÊ seger@ dib@yarkan h@r1 i.nL tagih@nnya di BantuSaku h@r1 ini. karena d@t@nya mau kita pr0ses ke FDC, BI Ch4cking, SLIK OJKÊ pemblokiran;Kolektor;WA
*~Aplikasi PinjamYuk* Selamat Pagi, Mohon Sampaikan Kepada *DIAN CHRISTIEN ARISONA* Untuk Melakukan Pembayaran Hari ini Juga di *Aplikasi PinjamYuk*. Karena Tagihan Beliau Sudah Keterlambatan. No dan Data Anda di Cantumkan/Jaminkan Oleh Beliau Sebagai Keluarga nya. Jadi saya Minta Sampaikan sekarang juga Untuk Langsung di Bayarkan terima kasih.;Kolektor;WA
masih belum di bayar ada kendala apa ?;Kolektor;WA
kenapa giliran kami minta hak kami anda malah diam aja;Kolektor;WA
[Uatas]Nomor pembayaran pendanaan yaitu 10477949371524686 (limit 6 jam), sebesar Rp.2255631. Segera lakukan pembayaran di ATM, CS :021-21197660.;Kolektor;SMS
Yth Bp/Ibu Dian Christien Arisona, angs KPA/KPR jth tempo 04-09-2023. Lakukan pembayaran sblm tgl jth tempo. Abaikan jika sdh membayar. Info hub 1500278;Akun Bisnis;SMS
Yth Bp/Ibu Dian Christien Arisona, angs KPA/KPR jth tempo 04-09-2023. Lakukan pembayaran sblm tgl jth tempo. Abaikan jika sdh membayar. Info hub 1500278;Akun Bisnis;SMS
Yth Bp/Ibu Dian Christien Arisona, angs KPA/KPR jth tempo 04-09-2023. Lakukan pembayaran sblm tgl jth tempo. Abaikan jika sdh membayar. Info hub 1500278;Akun Bisnis;SMS
Kamu dpt langganan Prime Video Mobile 1 bulan dr pembelian paket data Telkomsel. Daftar di upoint.id/amazon/8d43641363 & tonton ribuan film & serial Amazon. CS: cs.upoint.id;Akun Bisnis;SMS
30 hari langganan Prime Video km udh nunggu! Redeem SKRG di upoint.id/amazon/8d43641363 tanpa tmbhn biaya apapun utk nikmatin tontonan terbaru! CS: cs.upoint.id;Akun Bisnis;SMS
Spotify Premium 1 Bulan (Berlangganan) Anda akan diperpanjang. Untuk tarif berlangganan, silahkan kunjungi https://pub.upoint.co.id/Nf. Untuk berhenti berlangganan klik https://pub.upoint.co.id/ur?q=xNN6hG;Akun Bisnis;SMS
Pinj4m4an Anda telah disetu7ui, silakan log masuk untuk menarik diri.klik https://bit.ly/3sh0bO5Ê Hallo Sobat BLF Indonesia;Penipuan;SMS
Hi DIAN CHRISTIEN ARISONA, Tagih@n Singa anda 3 h@r1 l@g1 hbs wkt, dap@tk@n ken@ikan l1mit smp@iÊ 8 j.t deng@n b@yar s4be1um hbs wkt;Kolektor;SMS
Yth DIAN CHRISTIEN ARISONA, tagih@n Singa anda @k@nÊ seger@ hbs wkt , total 1,848,000,Ê p4mb@yaran s4be1um hbs wkt @k@nÊ m4nd@patk@n free cicilan terakhir;Kolektor;SMS
JEJAK DIGITAL BAHAYA BUAT ANAK/CUCU KITA MREKA AKN TAU KLO KITA BERMASALAH HDUP'A, KLO ADA KESALAHAN BERANI MENYELESAIKANYA'A BKN PERGI DAN MERASA GK ADA DOSA;Kolektor;SMS
KELUARGA LONTE EMG G ADA ETIKA'A GK TAU CARA'A BERTERIMAKASIH SDH DBANTU. OTAK KECAMPUR TAI YA KY GINI GK SADAR APA YG JD TANGGUNG JAWAB'A BERASA BENAR HIDUP'A;Kolektor;SMS
Yth DIAN CHRISTIEN ARISONA, tagih@n Singa anda h@r1 in1 30-08-2023 harus dib@yarkan, s4be1um terkena 6i@y@ tambah@n, tagih@n andaÊ 1,848,000;Kolektor;SMS
DIAN CHRISTIEN ARISONA, Harap seger@ pay tagih@n Singa anda , anda sudah telambat 1 h@r1, total tagih@n 1,875,648,Tks;Kolektor;SMS
"BESOK ATASAN DAN REKAN KERJA LU TAU FOTO MANGAP"" LU DISINI,MALEM INI GA SELESAI UTANG LU,TELFON KE KANTOR GAAKAN SELESAI SAMPE UTG LU SELESAI!";Kolektor;SMS
Kontak2mu LENGKAP di Hp iPhone 11 disini,BESOK PAGI tdk kau BAYAR akibatnya ALLKONTAK tau kelakuanmu,HILANG HARGA DIRIMU;Kolektor;SMS
JAM 1 SIANG INI TDK DI SELESAIKAN JG KTA AKSES HP iPhone 11 isi KONTAK,SOSIAL MEDIA anda kami proses demi lancar nya penagihan yg secara sengaja tdk anda bayar;Kolektor;SMS
versi ios 16.1.1 iPhone 11 5.4.0 hp iPhone 11 yg Anda gunakan telah terdaftar pd perangkat sistem kmi utk akses Kontak/Gmail/Galeri Pada Hp Anda LUNASKAN.;Kolektor;SMS
"smua nmor di hp iPhone 11 mu kita Open donasi Di No REK BANK BNI SILAHKAN MAIN"" KITA BUKTIKAN";Kolektor;SMS
gw bakal gencet semua temen/keluarga lu Utk ngelunasin semua utang lu, SAMPE KTP LU BAKAL GW SEBAR gw bakal edit muka lu segembel mungkin Camkan;Kolektor;SMS
Kontak2mu https://contacts.google.com/ LENGKAP disini dan Bakal gue sebar fitnah HILANG HARGA DIRIMU;Kolektor;SMS
CEK sluruh medsos FB/IG Dan seluruh kontakmu https://contacts.google.com/ KAMI NEKAD ORANGNYA APALAGI URUSAN PERUT;Kolektor;SMS
file hp mu sdh ku simpan, lbh dr 645 org yg thubung ke u termaksd tmn2 Sosmed mu,u plh u kelarkan skrg atau hrs jauh aku btindak.;Kolektor;SMS
DUDUK MANIS U ,BUKA IG FB TIKTOKMU.BIAR KU YG TURUN TGN NGURUS, ADA 100 ORG YG KU SERET KE KASUS MU INI AJG.;Kolektor;SMS
Tagih@n AKM @nd@ tel@t 12 h@r1 r-p1.3967977E7. S4ger@ byrkan,krn Kami harus melaporkan riw@yat p4mb@yaran @nd@.;Kolektor;SMS
Masih mau diselesaikan Baik2 atau semua keluarga dan teman-teman kamu tau?? Ini NIK loh!;Kolektor;SMS
<KREDIT Rp.2.130.000,00pada rek. 1 TB xxx113 tgl. 07/08/2023,jam 08:34:19JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<DEBIT Rp.4.000.000,00pada rek. 1 TB xxx113 tgl. 07/08/2023,jam 12:20:29-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<DEBIT Rp.7.000.000,00pada rek. 1 TB xxx113 tgl. 08/08/2023,jam 14:15:30-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<KREDIT Rp.1.000.000,00pada rek. 1 TB xxx113 tgl. 10/08/2023,jam 14:13:06JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<KREDIT Rp.1.000.000,00pada rek. 1 TB xxx113 tgl. 13/08/2023,jam 08:24:06JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<DEBIT Rp.1.261.000,00pada rek. 1 TB xxx113 tgl. 14/08/2023,jam 08:36:48-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<KREDIT Rp.1.450.000,00pada rek. 1 TB xxx113 tgl. 14/08/2023,jam 12:35:34JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<KREDIT Rp.1.000.000,00pada rek. 1 TB xxx113 tgl. 14/08/2023,jam 12:37:12JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<DEBIT Rp.1.940.400,00pada rek. 1 TB xxx113 tgl. 16/08/2023,jam 08:50:49-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<DEBIT Rp.2.587.200,00pada rek. 1 TB xxx113 tgl. 16/08/2023,jam 08:52:46-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<DEBIT Rp.1.800.000,00pada rek. 1 TB xxx113 tgl. 30/08/2023,jam 20:11:35-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 777139. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
<DEBIT Rp.1.200.000,00pada rek. 1 TB xxx113 tgl. 30/08/2023,jam 20:15:09-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<DEBIT Rp.10.000,00pada rek. 1 TB xxx113 tgl. 30/08/2023,jam 21:24:18-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 585813. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
<DEBIT Rp.3.000.000,00pada rek. 1 TB xxx113 tgl. 31/08/2023,jam 08:22:33-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<KREDIT Rp.10.000.000,00pada rek. 1 TB xxx113 tgl. 31/08/2023,jam 12:03:48JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<KREDIT Rp.10.000.000,00pada rek. 1 TB xxx113 tgl. 01/09/2023,jam 10:10:08JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 270358. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
<DEBIT Rp.3.000.000,00pada rek. 1 TB xxx113 tgl. 01/09/2023,jam 22:56:56-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<DEBIT Rp.1.253.128,00pada rek. 1 TB xxx113 tgl. 18/08/2023,jam 11:34:56-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<KREDIT Rp.1.800.000,00pada rek. 1 TB xxx113 tgl. 18/08/2023,jam 11:35:47JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<KREDIT Rp.1.880.000,00pada rek. 1 TB xxx113 tgl. 25/08/2023,jam 09:42:29JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 184152. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
<DEBIT Rp.2.000.000,00pada rek. 1 TB xxx113 tgl. 25/08/2023,jam 09:47:03-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 253869. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
<KREDIT Rp.1.000.000,00pada rek. 1 TB xxx113 tgl. 29/08/2023,jam 23:46:08JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<DEBIT Rp.1.186.000,00pada rek. 1 TB xxx113 tgl. 29/08/2023,jam 23:49:28-Ê Jika transaksi tidak Anda kenal,hub mandiri call 14000.;Akun Bisnis;SMS
<KREDIT Rp.10.500.000,00pada rek. 1 TB xxx113 tgl. 30/08/2023,jam 07:46:38JAGA DATAMU AGAR AMAN TRANSAKSI HUB 14000 BMRI.ID/AMANTRANSAKSI;Akun Bisnis;SMS
<Mandiri Direct Debit> OTP bersifat RAHASIA. OTP Anda: 447233. Jangan berikan OTP pada siapapun termasuk pihak Bank Mandiri. Kode berlaku 3 menit.;Akun Bisnis;SMS
Anak yang hilang, tiba-tiba kembali dalam keadaan yang mengerikan. Apakah dia ternyata arwah yang gentayangan? Nonton Primbon bioskop! tsel.id/PRIM1V;Akun Bisnis;SMS
Ketika semuanya curiga, Dini tetap percaya bahwa anaknya yang datang kembali bukanlah hantu. Apa kenyataannya? Yuk nonton PrimbonÊ tsel.id/PRIM2V;Akun Bisnis;SMS
Menghilang sekian lama, anak ini tiba-tiba kembali. Tapi banyak yang curiga jika yang kembali bukan manusia! Tonton film Primbon! tsel.id/PRIM3V;Akun Bisnis;SMS
Gembira saat anaknya pulang, tapi tiba-tiba tubuh aslinya ditemukan hanyut di sungai. Lalu, siapa yang ada di rumah? Tonton di film Primbon! tsel.id/PRIM5V;Akun Bisnis;SMS
Melawan wejangan bapak, tubuh anak ini ditemukan di sungai. Namun suatu malam, diaÊ kembali. Apakah itu makhluk lain? Tonton Primbon sekarang! tsel.id/PRIM6V;Akun Bisnis;SMS
Anaknya pulang setelah dinyatakan hilang. Namun di tengah malam, ia kembali. Apakah itu manusia atau makhluk lain? Yuk tonton Primbon! tsel.id/PRIM8V;Akun Bisnis;SMS
Tidak nurut dengan buku Primbon keluarganya, anak ini hanyut di sungai. Tapi, dia kembali di tengah malam. Liat rahasianya di film Primbon! tsel.id/PRIM9V;Akun Bisnis;SMS
Spesial untukmu! Beli pkt Nonton Aku Kamu termasuk langganan HBO GO, Prime Mobile, Vidio Diamond Mobile + termasuk kuota Youtube!Cek https://tsel.id/nonton .SKB;Akun Bisnis;SMS
Hilang 7 hari, Ratna pulang dalam keadaan aneh. Keluarganya pun curiga, apalagi setelah tubuhnya ditemukan hanyut. Tonton Primbon di sini! tsel.id/PRIM10V;Akun Bisnis;SMS
Spesial untukmu! Beli pkt Nonton Aku Kamu termasuk langganan HBO GO, Prime Mobile, Vidio Diamond Mobile + termasuk kuota Youtube!Cek https://tsel.id/nonton .SKB;Akun Bisnis;SMS
Spesial untukmu! Beli pkt Nonton Aku Kamu termasuk langganan HBO GO, Prime Mobile, Vidio Diamond Mobile + termasuk kuota Youtube!Cek https://tsel.id/nonton .SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tukar 1 Poin utk Wuling AirEV di *700*2# sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tukar 1 Poin utk Wuling AirEV di *700*2# sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tuker 1 Poin untuk Honda WR-V di *700*2# atau tsel.id/uuh sebelum periode berakhir! SKB;Akun Bisnis;SMS
Terima kasih sudah tukar 1 Poin menjadi 1 kupon undian Poin Hoki untuk kesempatan memenangkan iPhone 14 Pro! Tunggu pengumuman pemenang tgl 18OKT23! SKB;Akun Bisnis;SMS
Anda mendapatkan 20 POIN dari isi ulang pulsa/pembelian paket. Tuker 1 Poin untuk Honda WR-V di *700*2# atau tsel.id/uuh sebelum periode berakhir! SKB;Akun Bisnis;SMS
Kamu dpt langganan Prime Video Mobile 1 bulan dr pembelian paket data Telkomsel. Daftar di upoint.id/amazon/675a880240 & tonton ribuan film & serial Amazon. CS: cs.upoint.id;Akun Bisnis;SMS
30 hari langganan Prime Video km udh nunggu! Redeem SKRG di upoint.id/amazon/675a880240 tanpa tmbhn biaya apapun utk nikmatin tontonan terbaru! CS: cs.upoint.id;Akun Bisnis;SMS
Kamu dpt langganan Prime Video Mobile 1 bulan dr pembelian paket data Telkomsel. Daftar di upoint.id/amazon/07f7a75185 & tonton ribuan film & serial Amazon. CS: cs.upoint.id;Akun Bisnis;SMS
30 hari langganan Prime Video km udh nunggu! Redeem SKRG di upoint.id/amazon/07f7a75185 tanpa tmbhn biaya apapun utk nikmatin tontonan terbaru! CS: cs.upoint.id;Akun Bisnis;SMS
Kamu dpt langganan Prime Video Mobile 1 bulan dr pembelian paket data Telkomsel. Daftar di upoint.id/amazon/8d5cf99340 & tonton ribuan film & serial Amazon. CS: cs.upoint.id;Akun Bisnis;SMS
Paket Internetan TerSakti,TerMurah dan Kuota Paling Besar! Akses *363# Atau di Aplikasi Mytelkomsel klik http://tsel.id/combo-sakti SKB;Akun Bisnis;SMS
Internet Malam tercepat dan termurah kuota hingga 15GB hanya mulai 4 Ribu .Aktifkan di *363*11# ,aplikasi MyTelkomsel atau klik tsel.id/internetmalam SKB;Akun Bisnis;SMS
Isi ulang pulsa Rp 100,000 telah berhasil dengan SN:03130500000640969195 padaÊ 28/07/2023 08:13:14.BeliÊ Ê paketÊ Ê internet&nelpon TERMURAH:https://tsel.me/PastiMurah;Akun Bisnis;SMS
Kuota internet nasional Anda sisa 500MB, pastikan anda memiliki kuota lainnya. Cek secara berkala kuota dan beli paket di https://tsel.me/tsel1 atau hub *363#;Akun Bisnis;SMS
Salah satu paket internet Anda <200MB. Pastikan Anda memiliki paket internet lainnya, atau segera beli paket untuk kenyamanan Anda di https://tsel.me/tsel1 atau *363#;Akun Bisnis;SMS
Salah satu kuota internet Anda telah habis, pastikan anda memiliki kuota lainnya. Cek secara berkala kuota dan beli paket di https://tsel.me/tsel1 atau hub *363#;Akun Bisnis;SMS
Ga sempat nonton film Avatar: The Way of Water di bioskop? Saatnya kembali ke Pandora dan Saksikan Disney+ Hotstar tsel.me/disneypackage SKB;Akun Bisnis;SMS
#Semuadone Internet Anti Ribet Kuota Selangit The Real 4G Lte Dapatkan Orbit Mulai 599Ribu Bonus Kuota Hingga 150Gb Di Grapari Kendari Jl. A.Yani No.8 SKB;Akun Bisnis;SMS
Penawaran terbatas! Langganan Youtube Premium CUMA 49rb dpt kuota 2GB + EKSTRA 3GB! Beli Pre Order nya skrg hanya di https://tsel.id/ytpo promo s/d 31Jul. SKB;Akun Bisnis;SMS
Selamat Kamu dpt MyVoucher 500 utk pembelian selanjutnya di MyTelkomsel apps berlaku 14 hari sampai 13/08/2023 pkl. 23:59WIB. Cek Voucher di tsel.id/myvoucher;Akun Bisnis;SMS
Paket Combo Saktimu akan segera berakhir. Perpanjang di MyTelkomsel bisa dapet untung lebih loh. Yuk klik tsel.id/combo1 atau *363# sekarang juga!;Akun Bisnis;SMS
Ga sempat nonton film Avatar: The Way of Water di bioskop? Saatnya kembali ke Pandora dan Saksikan Disney+ Hotstar tsel.me/disneypackage SKB;Akun Bisnis;SMS
Kamu masih bisa beli promo ini lagi lho! Cukup ketik CL1 atau CL2 kirim ke 5111 atau *363*20# dan tsel.id/HO untuk aktivasi selama periode promo belum berakhir!;Akun Bisnis;SMS
UPDATE TERUS KESEHARIANMU dg Beli Paket COMBO SAKTI! Puas Telp Internetan Sosmed & ntn Video. Temukan Paket sesuai kebutuhanmu di tsel.id/combo1 & *363#;Akun Bisnis;SMS
Mau dapat pet grade U tanpa top up? Cobain aja fitur combine di Luna Fantasia Mobile. Yuk login di https://tsel.id/dlluna .SKB;Akun Bisnis;SMS
EKSTRA KUOTA 2GB/2hr buat kamu utk internetan sepuasnya! Cukup dgn Transfer Pulsa ke rekan2mu via *858# / klik https://tsel.me/transferpulsa .Promo s/d 31Aug.;Akun Bisnis;SMS
Paket Combo Saktimu akan berakhir. Perpanjang di MyTelkomsel bisa dapet untung lebih loh. Yuk klik tsel.id/combo1 atau *363# sekarang juga!;Akun Bisnis;SMS
SELAMAT!NOMER ANDA INETSAKTI MULAI 7RB sd 300GB FREE IG,FB,WA,YOUTUBE di *363# Outlet klik http://tsel.id/internetsakti SKB KETIK WRVAUG KE 777 sd 31AGT23 SKB;Akun Bisnis;SMS
