,Teks_Clean,Teks_Clean2,Tokeniz,baku_text,stemmed_content,label
4268,rt edy rahmayadi anies paling cocok memimpin indonesia,edy rahmayadi cocok memimpin,"['edy', 'rahmayadi', 'cocok', 'memimpin']","['edy', 'rahmayadi', 'cocok', 'memimpin']",edy rahmayadi cocok pimpin,Politik
4269,rt perkumpulan warga kampung bayam hadir di salah satu rangkaian kegiatan calon presiden capres nomor urut  anies baswedan di half patiunus jakarta selatan kamis  pada kesempatan tersebut salah satu dari mereka pria paruh baya menghampiri anies sembari memeluk erat tidak terdengar terlalu jelas namun yang pasti pria itu mengeluhkan bagaimana nasib para warga kampung bayam yang tidak kunjung mendapatkan hak tempat tinggal pak nasib kami gimana belum ada kepastian tempat tinggal ujar pria itu dengan suara parau simak berita selengkapnya hanya di  hardnewspolitik newsone cariberitaditvone wargakampungbayam aniesbaswedan politik tvonetvpemilu kamikabarkanandaputuskan maumemilih capres cawapres,perkumpulan warga kampung bayam hadir rangkaian kegiatan nomor half patiunus selatan kamis kesempatan pria paruh baya menghampiri sembari memeluk erat terdengar pria mengeluhkan nasib warga kampung bayam kunjung hak tinggal nasib gimana kepastian tinggal pria suara parau simak berita selengkapnya hardnewspolitik newsone cariberitaditvone wargakampungbayam politik tvonetvpemilu kamikabarkanandaputuskan maumemilih,"['perkumpulan', 'warga', 'kampung', 'bayam', 'hadir', 'rangkaian', 'kegiatan', 'nomor', 'half', 'patiunus', 'selatan', 'kamis', 'kesempatan', 'pria', 'paruh', 'baya', 'menghampiri', 'sembari', 'memeluk', 'erat', 'terdengar', 'pria', 'mengeluhkan', 'nasib', 'warga', 'kampung', 'bayam', 'kunjung', 'hak', 'tinggal', 'nasib', 'gimana', 'kepastian', 'tinggal', 'pria', 'suara', 'parau', 'simak', 'berita', 'selengkapnya', 'hardnewspolitik', 'newsone', 'cariberitaditvone', 'wargakampungbayam', 'politik', 'tvonetvpemilu', 'kamikabarkanandaputuskan', 'maumemilih']","['perkumpulan', 'warga', 'kampung', 'bayam', 'hadir', 'rangkaian', 'kegiatan', 'nomor', 'half', 'patiunus', 'selatan', 'kamis', 'kesempatan', 'pria', 'paruh', 'baya', 'menghampiri', 'sembari', 'memeluk', 'erat', 'terdengar', 'pria', 'mengeluhkan', 'nasib', 'warga', 'kampung', 'bayam', 'kunjung', 'hak', 'tinggal', 'nasib', 'bagaimana', 'kepastian', 'tinggal', 'pria', 'suara', 'parau', 'simak', 'berita', 'selengkapnya', 'hardnewspolitik', 'newsone', 'cariberitaditvone', 'wargakampungbayam', 'politik', 'tvonetvpemilu', 'kamikabarkanandaputuskan', 'maumemilih']",kumpul warga kampung bayam hadir rangkai giat nomor half patiunus selatan kamis sempat pria paruh baya hampir sembari peluk erat dengar pria keluh nasib warga kampung bayam kunjung hak tinggal nasib bagaimana pasti tinggal pria suara parau simak berita lengkap hardnewspolitik newsone cariberitaditvone wargakampungbayam politik tvonetvpemilu kamikabarkanandaputuskan maumemilih,Politik
4270,rt usai ikut desak anies mahasiswi jakarta semakin yakin dukung amin,desak mahasiswi,"['desak', 'mahasiswi']","['desak', 'mahasiswi']",desak mahasiswi,Politik
4271,ungkapanungkapan cinta mengucur dalam silaturahmi tersebut banyak pula yang nitip salam buat mas alam ganjar yang memang memikat hati para kaum hawa lantaran sikapnya yang penuh kasih sayang  gasssganjarmahfud,ungkapanungkapan cinta mengucur silaturahmi nitip salam alam memikat hati kaum hawa lantaran sikapnya penuh sayang,"['ungkapanungkapan', 'cinta', 'mengucur', 'silaturahmi', 'nitip', 'salam', 'alam', 'memikat', 'hati', 'kaum', 'hawa', 'lantaran', 'sikapnya', 'penuh', 'sayang']","['ungkapanungkapan', 'cinta', 'mengucur', 'silaturahmi', 'nitip', 'salam', 'alam', 'memikat', 'hati', 'kaum', 'hawa', 'lantaran', 'sikapnya', 'penuh', 'sayang']",ungkapanungkapan cinta kucur silaturahmi nitip salam alam mikat hati kaum hawa lantar sikap penuh sayang,Politik
4272,masalah impor beras itukan kenyataan ironis dinegara sesubur indonesia ini kita masih impor bahan pangan pokok betul kata pak anies  harga beras mahal petaninya,impor beras itukan kenyataan ironis dinegara sesubur impor bahan pangan pokok harga beras mahal petaninya,"['impor', 'beras', 'itukan', 'kenyataan', 'ironis', 'dinegara', 'sesubur', 'impor', 'bahan', 'pangan', 'pokok', 'harga', 'beras', 'mahal', 'petaninya']","['impor', 'beras', 'itukan', 'kenyataan', 'ironis', 'dinegara', 'sesubur', 'impor', 'bahan', 'pangan', 'pokok', 'harga', 'beras', 'mahal', 'petaninya']",impor beras itu nyata ironis negara subur impor bahan pangan pokok harga beras mahal petan,Sosial Budaya
4274,rt prabowo subianto mengakui program susu gratis yang dicanangkannya harus diwujudkan dengan mengimpor  juta sapi dari india,mengakui susu dicanangkannya diwujudkan mengimpor juta sapi india,"['mengakui', 'susu', 'dicanangkannya', 'diwujudkan', 'mengimpor', 'juta', 'sapi', 'india']","['mengakui', 'susu', 'dicanangkannya', 'diwujudkan', 'mengimpor', 'juta', 'sapi', 'india']",aku susu canang wujud impor juta sapi india,Ekonomi
4275,rt prabowo di apresiasi dpr karena tak terpancing soal data pertahanan negara negarawansejati,apresiasi dpr terpancing data pertahanan negara negarawansejati,"['apresiasi', 'dpr', 'terpancing', 'data', 'pertahanan', 'negara', 'negarawansejati']","['apresiasi', 'dpr', 'terpancing', 'data', 'pertahanan', 'negara', 'negarawansejati']",apresiasi dpr pancing data tahan negara negarawansejati,Politik
4276,komitmen nyata prabowo  gibran siap berikan makan siang gratis bagi anakanak sekolah sebuah langkah positif untuk pendidikan,komitmen nyata makan siang anakanak sekolah langkah positif pendidikan,"['komitmen', 'nyata', 'makan', 'siang', 'anakanak', 'sekolah', 'langkah', 'positif', 'pendidikan']","['komitmen', 'nyata', 'makan', 'siang', 'anakanak', 'sekolah', 'langkah', 'positif', 'pendidikan']",komitmen nyata makan siang anakanak sekolah langkah positif didik,Sosial Budaya
4277,rt elektabilitas prabowo  gibran terus melejit diyakini menang sekali putaran  suara merdeka pantura  suara merdeka pantura  indonesiakuatindonesiamaju,elektabilitas melejit diyakini putaran suara merdeka pantura suara merdeka pantura,"['elektabilitas', 'melejit', 'diyakini', 'putaran', 'suara', 'merdeka', 'pantura', 'suara', 'merdeka', 'pantura']","['elektabilitas', 'melejit', 'diyakini', 'putaran', 'suara', 'merdeka', 'pantura', 'suara', 'merdeka', 'pantura']",elektabilitas lejit yakin putar suara merdeka pantura suara merdeka pantura,Politik
4278,rt aku dulu percaya golput juga sikap politik yg punya nilai prabowogibran and jokowi have completely changed that kalau semua paslon emg berpotensi menindas at the very least choose our own oppressor yg mana yg masih bisa didesak didemo dikritik choose our own oppressor,percaya golput sikap politik nilai have completely changed that emg berpotensi menindas at very least choose our own oppressor didesak didemo dikritik choose our own oppressor,"['percaya', 'golput', 'sikap', 'politik', 'nilai', 'have', 'completely', 'changed', 'that', 'emg', 'berpotensi', 'menindas', 'at', 'very', 'least', 'choose', 'our', 'own', 'oppressor', 'didesak', 'didemo', 'dikritik', 'choose', 'our', 'own', 'oppressor']","['percaya', 'golput', 'sikap', 'politik', 'nilai', 'have', 'completely', 'changed', 'that', 'memang', 'berpotensi', 'menindas', 'at', 'very', 'least', 'choose', 'our', 'own', 'oppressor', 'didesak', 'didemo', 'dikritik', 'choose', 'our', 'own', 'oppressor']",percaya golput sikap politik nilai have completely changed that memang potensi tindas at very least choose our own oppressor desak demo kritik choose our own oppressor,Politik
4279,wah suka bgt sama program becak listrik pak prabowo bener bener mikirin lingkungan bgt ya udh pasti bisa mengurangi polusi udara nih  pakbowopertama didunia,suka bgt becak listrik bener bener mikirin lingkungan bgt udh mengurangi polusi udara pakbowopertama didunia,"['suka', 'bgt', 'becak', 'listrik', 'bener', 'bener', 'mikirin', 'lingkungan', 'bgt', 'udh', 'mengurangi', 'polusi', 'udara', 'pakbowopertama', 'didunia']","['suka', 'banget', 'becak', 'listrik', 'benar', 'benar', 'memikirkan', 'lingkungan', 'banget', 'sudah', 'mengurangi', 'polusi', 'udara', 'pakbowopertama', 'didunia']",suka banget becak listrik benar benar pikir lingkung banget sudah kurang polusi udara pakbowopertama dunia,Sumber Daya Alam
4280,rt momen capres nomor urut  ganjar pranowo besuk relawannya korban penganiayaan oleh oknum tni di boyolali tak hanya bertanya kondisi  juga bertanya kronologi kejadian hingga relawan pendukungnya itu dipukuli ia pun meminta aparat keamanan termasuk institusi tni menangani kejadian ini,momen nomor besuk relawannya korban penganiayaan oknum tni boyolali kondisi kronologi kejadian relawan pendukungnya dipukuli aparat keamanan institusi tni menangani kejadian,"['momen', 'nomor', 'besuk', 'relawannya', 'korban', 'penganiayaan', 'oknum', 'tni', 'boyolali', 'kondisi', 'kronologi', 'kejadian', 'relawan', 'pendukungnya', 'dipukuli', 'aparat', 'keamanan', 'institusi', 'tni', 'menangani', 'kejadian']","['momen', 'nomor', 'besuk', 'relawannya', 'korban', 'penganiayaan', 'oknum', 'tni', 'boyolali', 'kondisi', 'kronologi', 'kejadian', 'relawan', 'pendukungnya', 'dipukuli', 'aparat', 'keamanan', 'institusi', 'tni', 'menangani', 'kejadian']",momen nomor besuk rawan korban aniaya oknum tni boyolali kondisi kronologi jadi rawan dukung pukul aparat aman institusi tni tangan jadi,Pertahanan dan Keamanan
4281,paslon ri  dan ri  ganjar pranowo  mahfud md evaluasi uu ite biar indonesia lebih terbuka dan demokratisjnk ganjarmahfudrebound ganjarpranowopilihanumat,evaluasi uu ite terbuka demokratisjnk,"['evaluasi', 'uu', 'ite', 'terbuka', 'demokratisjnk']","['evaluasi', 'uu', 'ite', 'terbuka', 'demokratisjnk']",evaluasi uu ite buka demokratisjnk,Politik
4282,gw approve juga kok transport di zaman anies dr berita yg gw baca,gw approve transport zaman dr berita gw baca,"['gw', 'approve', 'transport', 'zaman', 'dr', 'berita', 'gw', 'baca']","['gue', 'approve', 'transport', 'zaman', 'dari', 'berita', 'gue', 'baca']",gue approve transport zaman dari berita gue baca,Politik
4283,pak anies nih udah pasti bisa buat mengembang tanggungjawab mengatasi masalah ketimpangan yang terjadi,udah mengembang tanggungjawab mengatasi ketimpangan,"['udah', 'mengembang', 'tanggungjawab', 'mengatasi', 'ketimpangan']","['sudah', 'mengembang', 'tanggungjawab', 'mengatasi', 'ketimpangan']",sudah kembang tanggungjawab atas timpang,Sosial Budaya
4284,ahy sebut masyarakat aceh banyak titipkan harapan ke prabowo subianto a pdemokrat agusyudhoyono demokrat selalu dihati,ahy masyarakat aceh titipkan harapan a pdemokrat agusyudhoyono demokrat dihati,"['ahy', 'masyarakat', 'aceh', 'titipkan', 'harapan', 'a', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'dihati']","['ahy', 'masyarakat', 'aceh', 'titipkan', 'harapan', 'a', 'pdemokrat', 'agusyudhoyono', 'demokrat', 'dihati']",ahy masyarakat aceh titip harap a pdemokrat agusyudhoyono demokrat hati,Politik
4285,jika prabowo berkuasa itu ibarat mumi suharto bangkit kembali bangsa ini balik lagi ke otoritarianisme sementara energi ut melawan dipastikan tak akan lagi semasif zaman‚,berkuasa mumi suharto bangkit bangsa otoritarianisme energi ut melawan semasif zaman‚,"['berkuasa', 'mumi', 'suharto', 'bangkit', 'bangsa', 'otoritarianisme', 'energi', 'ut', 'melawan', 'semasif', 'zaman‚']","['berkuasa', 'mumi', 'suharto', 'bangkit', 'bangsa', 'otoritarianisme', 'energi', 'ut', 'melawan', 'semasif', 'zaman‚']",kuasa mumi suharto bangkit bangsa otoritarianisme energi ut lawan masif zaman,Ideologi
4286,rt kata anies lebih baik naikkan status guru honorer ketimbang bangun ikn  temponasional,naikkan status guru honorer ketimbang bangun ikn temponasional,"['naikkan', 'status', 'guru', 'honorer', 'ketimbang', 'bangun', 'ikn', 'temponasional']","['naikkan', 'status', 'guru', 'honorer', 'ketimbang', 'bangun', 'ikn', 'temponasional']",naik status guru honorer ketimbang bangun ikn temponasional,Politik
4287,rt mari melangkah bersama untuk ganjarmahfud saatnya memastikan setiap suara sah demi kemajuan indonesia pilih nomor  dan bergabunglah dalam perjalanan menuju indonesia unggul di pemilu  tanggal  februari pdiperjuangan  kebenaranpastimenang satyamevajayate  menangkanganjar,mari melangkah suara sah kemajuan pilih nomor bergabunglah perjalanan unggul pemilu tanggal februari,"['mari', 'melangkah', 'suara', 'sah', 'kemajuan', 'pilih', 'nomor', 'bergabunglah', 'perjalanan', 'unggul', 'pemilu', 'tanggal', 'februari']","['mari', 'melangkah', 'suara', 'sah', 'kemajuan', 'pilih', 'nomor', 'bergabunglah', 'perjalanan', 'unggul', 'pemilu', 'tanggal', 'februari']",mari lang suara sah maju pilih nomor gabung jalan unggul milu tanggal februari,Politik
4288,padahal lagi musim kampanye loh pak mentan kalo memang berhasil napa ga jadi bahan kampanye    napa malah disembuny,musim kampanye loh mentan berhasil napa ga bahan kampanye napa disembuny,"['musim', 'kampanye', 'loh', 'mentan', 'berhasil', 'napa', 'ga', 'bahan', 'kampanye', 'napa', 'disembuny']","['musim', 'kampanye', 'loh', 'mentan', 'berhasil', 'kenapa', 'enggak', 'bahan', 'kampanye', 'kenapa', 'disembuny']",musim kampanye loh tan hasil kenapa enggak bahan kampanye kenapa disembuny,Sumber Daya Alam
4289,rt secara kelembagaan kpk ini sudah bagus hanya perlu diperkuat dari sisi integritas independensi dan disiplin kode etik yang tinggi dari setiap jajaran kpk mulai dari pimpinan hingga staf saya dan mas anies berkomitmen untuk mewujudkan dan menegakkannya kembali bagaimanapun kpk ini adalah ujung tombak pemberantasan korupsi terimakasih pak nawawi pomolango dan seluruh jajaran pimpinan serta staf kpk yang sudah menggelar acara paku integritas kpk aminajadulu,kelembagaan kpk bagus diperkuat sisi integritas independensi disiplin kode etik jajaran kpk pimpinan staf berkomitmen mewujudkan menegakkannya kpk ujung tombak pemberantasan korupsi terimakasih nawawi pomolango jajaran pimpinan staf kpk menggelar acara paku integritas kpk,"['kelembagaan', 'kpk', 'bagus', 'diperkuat', 'sisi', 'integritas', 'independensi', 'disiplin', 'kode', 'etik', 'jajaran', 'kpk', 'pimpinan', 'staf', 'berkomitmen', 'mewujudkan', 'menegakkannya', 'kpk', 'ujung', 'tombak', 'pemberantasan', 'korupsi', 'terimakasih', 'nawawi', 'pomolango', 'jajaran', 'pimpinan', 'staf', 'kpk', 'menggelar', 'acara', 'paku', 'integritas', 'kpk']","['kelembagaan', 'kpk', 'bagus', 'diperkuat', 'sisi', 'integritas', 'independensi', 'disiplin', 'kode', 'etik', 'jajaran', 'kpk', 'pimpinan', 'staf', 'berkomitmen', 'mewujudkan', 'menegakkannya', 'kpk', 'ujung', 'tombak', 'pemberantasan', 'korupsi', 'terimakasih', 'nawawi', 'pomolango', 'jajaran', 'pimpinan', 'staf', 'kpk', 'menggelar', 'acara', 'paku', 'integritas', 'kpk']",lembaga kpk bagus kuat sisi integritas independensi disiplin kode etik jajar kpk pimpin staf komitmen wujud tegak kpk ujung tombak berantas korupsi terimakasih nawawi pomolango jajar pimpin staf kpk gelar acara paku integritas kpk,Politik
4290,rt nampolin prabowo seenak hati prabowo ngomong etika dinyinyirin sekarang di sruduk balik gibran  bilang etika debatcawapres,nampolin seenak hati ngomong etika dinyinyirin sruduk bilang etika debatcawapres,"['nampolin', 'seenak', 'hati', 'ngomong', 'etika', 'dinyinyirin', 'sruduk', 'bilang', 'etika', 'debatcawapres']","['nampolin', 'seenak', 'hati', 'mengomong', 'etika', 'dinyinyirin', 'sruduk', 'bilang', 'etika', 'debatcawapres']",nampolin enak hati omong etika dinyinyirin sruduk bilang etika debatcawapres,Politik
4291,rt anies tega sekali kampung susun bayam tidak diberikan ke warga,tega kampung susun bayam warga,"['tega', 'kampung', 'susun', 'bayam', 'warga']","['tega', 'kampung', 'susun', 'bayam', 'warga']",tega kampung susun bayam warga,Politik
4292,program yang nyata bebas pelanggaran ham dan kepemimpinan yang bersahaja ganjar pranowo memenuhi kriteria itu semua ganjarmahfudrebound ganjarpranowopilihanumat jnk,nyata bebas pelanggaran ham kepemimpinan bersahaja memenuhi kriteria,"['nyata', 'bebas', 'pelanggaran', 'ham', 'kepemimpinan', 'bersahaja', 'memenuhi', 'kriteria']","['nyata', 'bebas', 'pelanggaran', 'ham', 'kepemimpinan', 'bersahaja', 'memenuhi', 'kriteria']",nyata bebas langgar ham pimpin sahaja penuh kriteria,Ideologi
4293,masalah pertanahan petani kecil lahannya paling ‚ bang ayolah galakkan transmigrasi lagi beri ‚ pd tiap tani saya kira dg pajak,pertanahan petani lahannya ‚ bang ayolah galakkan transmigrasi ‚ pd pajak,"['pertanahan', 'petani', 'lahannya', '‚', 'bang', 'ayolah', 'galakkan', 'transmigrasi', '‚', 'pd', 'pajak']","['pertanahan', 'petani', 'lahannya', '‚', 'bang', 'ayolah', 'galakkan', 'transmigrasi', '‚', 'pada', 'pajak']",tanah tani lahan  bang ayo galak transmigrasi  pada pajak,Sumber Daya Alam
4294,rt pak anies baswedan meresmikan posko pejuang amin di yogyakarta kemarin menurut pak anies penamaan posko pejuang ini sesuai dengan sejarah yang terjadi di kota baru ini peristiwa yang terjadi dalam perjuangan kemerdekaan dimana anakanak muda jogja turun berjuang melawan jepang yang terkenal dengan nama pertempuran kota baru aminajadulu,meresmikan posko pejuang yogyakarta kemarin penamaan posko pejuang sesuai sejarah kota peristiwa perjuangan kemerdekaan dimana anakanak muda jogja turun berjuang melawan jepang terkenal nama pertempuran kota,"['meresmikan', 'posko', 'pejuang', 'yogyakarta', 'kemarin', 'penamaan', 'posko', 'pejuang', 'sesuai', 'sejarah', 'kota', 'peristiwa', 'perjuangan', 'kemerdekaan', 'dimana', 'anakanak', 'muda', 'jogja', 'turun', 'berjuang', 'melawan', 'jepang', 'terkenal', 'nama', 'pertempuran', 'kota']","['meresmikan', 'posko', 'pejuang', 'yogyakarta', 'kemarin', 'penamaan', 'posko', 'pejuang', 'sesuai', 'sejarah', 'kota', 'peristiwa', 'perjuangan', 'kemerdekaan', 'dimana', 'anakanak', 'muda', 'jogja', 'turun', 'berjuang', 'melawan', 'jepang', 'terkenal', 'nama', 'pertempuran', 'kota']",resmi posko juang yogyakarta kemarin nama posko juang sesuai sejarah kota peristiwa juang merdeka mana anakanak muda jogja turun juang lawan jepang kenal nama tempur kota,Sosial Budaya
4295,rt anies berjanji akan memulihkan tni polri dan asn yang dihukum karena menjalankan komitmen netralitas pada pilpres,berjanji memulihkan tni polri asn dihukum menjalankan komitmen netralitas,"['berjanji', 'memulihkan', 'tni', 'polri', 'asn', 'dihukum', 'menjalankan', 'komitmen', 'netralitas']","['berjanji', 'memulihkan', 'tni', 'polri', 'asn', 'dihukum', 'menjalankan', 'komitmen', 'netralitas']",janji pulih tni polri asn hukum jalan komitmen netralitas,Pertahanan dan Keamanan
4296,pak mahfud md dan pak ganjar pranowo jawara dwi tunggal masa kini bersama kita bangun fondasi indonesia yang lebih kuat  jnk ganjarmahfudrebound ganjarpranowopilihanumat,jawara dwi tunggal bangun fondasi kuat,"['jawara', 'dwi', 'tunggal', 'bangun', 'fondasi', 'kuat']","['jawara', 'dwi', 'tunggal', 'bangun', 'fondasi', 'kuat']",jawara dwi tunggal bangun fondasi kuat,Politik
4297,rt dulu kampanye isinya bagibagi nabung sama uang perut amp dompet terisi kini berubah karena anies rakyat pulang kampanye krn ada dialog otaknya yg terisi aminajadulu,kampanye isinya bagibagi nabung uang perut dompet terisi berubah rakyat pulang kampanye krn dialog otaknya terisi,"['kampanye', 'isinya', 'bagibagi', 'nabung', 'uang', 'perut', 'dompet', 'terisi', 'berubah', 'rakyat', 'pulang', 'kampanye', 'krn', 'dialog', 'otaknya', 'terisi']","['kampanye', 'isinya', 'bagibagi', 'nabung', 'uang', 'perut', 'dompet', 'terisi', 'berubah', 'rakyat', 'pulang', 'kampanye', 'karena', 'dialog', 'otaknya', 'terisi']",kampanye isi bagibagi nabung uang perut dompet isi ubah rakyat pulang kampanye karena dialog otak isi,Politik
4298,edukasi jadi prioritas ganjar pranowo ajak perguruan tinggi buat program inovatif demi kemajuan daerahganjarmahfudrebound ganjarpranowopilihanumat jnk,edukasi prioritas perguruan inovatif kemajuan,"['edukasi', 'prioritas', 'perguruan', 'inovatif', 'kemajuan']","['edukasi', 'prioritas', 'perguruan', 'inovatif', 'kemajuan']",edukasi prioritas guru inovatif maju,Politik
4299,rt tiba di medan prabowo disambut antusias ribuan rakyat dari bandara sampai tempat acara gueelukitagibraner,medan disambut antusias ribuan rakyat bandara acara,"['medan', 'disambut', 'antusias', 'ribuan', 'rakyat', 'bandara', 'acara']","['medan', 'disambut', 'antusias', 'ribuan', 'rakyat', 'bandara', 'acara']",medan sambut antusias ribu rakyat bandara acara,Politik
